  0.400000006       24.3000011    
  0.399804682       24.3000011    
  0.399414062       24.3000011    
  0.398828119       24.3000011    
  0.398046881       24.3000011    
  0.397070318       24.3000011    
  0.395898432       24.3000011    
  0.394531250       24.3000011    
  0.392968744       24.3000011    
  0.391210943       24.3000011    
  0.389257818       24.3000011    
  0.387109369       24.3000011    
  0.384765625       24.3000011    
  0.382226557       24.3000011    
  0.379492193       24.3000011    
  0.376562506       24.3000011    
  0.373437494       24.3000011    
  0.370117188       24.3000011    
  0.366601557       24.3000011    
  0.362890631       24.3000011    
  0.358984381       24.3000011    
  0.354882807       24.3000011    
  0.350585938       24.3000011    
  0.346093744       24.3000011    
  0.341406256       24.3000011    
  0.336523443       24.3000011    
  0.331445307       24.3000011    
  0.326171875       24.3000011    
  0.320703119       24.3000011    
  0.315039068       24.3000011    
  0.309179693       24.3000011    
  0.303124994       24.3000011    
  0.296875000       24.3000011    
  0.290332019       24.3000984    
  0.283496082       24.3002949    
  0.276367188       24.3005867    
  0.268945307       24.3009777    
  0.261230469       24.3014660    
  0.253222644       24.3020515    
  0.244921878       24.3027363    
  0.236328125       24.3035164    
  0.227441415       24.3043957    
  0.218261719       24.3053722    
  0.208789065       24.3064461    
  0.199023440       24.3076191    
  0.188964844       24.3088875    
  0.178613290       24.3102551    
  0.167968750       24.3117199    
  0.157031253       24.3132820    
  0.145800784       24.3149433    
  0.134277344       24.3167000    
  0.122460946       24.3185558    
  0.110351562       24.3205090    
   9.79492217E-02   24.3225594    
   8.52539092E-02   24.3247089    
   7.22656250E-02   24.3269539    
   5.89843765E-02   24.3292980    
   4.54101562E-02   24.3317394    
   3.15429717E-02   24.3342781    
   1.73828136E-02   24.3369141    
   2.92968936E-03   24.3396492    
  -1.18164038E-02   24.3424797    
  -2.68554650E-02   24.3454094    
  -4.21874970E-02   24.3484383    
  -5.78124970E-02   24.3515625    
  -7.32421875E-02   24.3544922    
  -8.84765536E-02   24.3572273    
 -0.103515625       24.3597641    
 -0.118359372       24.3621101    
 -0.133007810       24.3642578    
 -0.147460938       24.3662109    
 -0.161718741       24.3679695    
 -0.175781250       24.3695297    
 -0.189648435       24.3708992    
 -0.203320310       24.3720703    
 -0.216796875       24.3730469    
 -0.230078116       24.3738289    
 -0.243164062       24.3744125    
 -0.256054670       24.3748055    
 -0.268749982       24.3750000    
 -0.281250000       24.3750000    
 -0.293554664       24.3748055    
 -0.305664062       24.3744125    
 -0.317578107       24.3738289    
 -0.329296887       24.3730469    
 -0.340820312       24.3720703    
 -0.352148473       24.3708992    
 -0.363281250       24.3695297    
 -0.374218762       24.3679695    
 -0.384960949       24.3662109    
 -0.395507812       24.3642578    
 -0.405859411       24.3621101    
 -0.416015625       24.3597641    
 -0.425976574       24.3572273    
 -0.435742199       24.3544922    
 -0.445312500       24.3515625    
 -0.454687536       24.3484383    
 -0.463867188       24.3452148    
 -0.472851574       24.3418941    
 -0.481640637       24.3384781    
 -0.490234375       24.3349609    
 -0.498632848       24.3313484    
 -0.506835938       24.3276386    
 -0.514843762       24.3238297    
 -0.522656262       24.3199234    
 -0.530273438       24.3159199    
 -0.537695348       24.3118172    
 -0.544921875       24.3076172    
 -0.551953137       24.3033218    
 -0.558789074       24.2989254    
 -0.565429688       24.2944336    
 -0.571875036       24.2898445    
 -0.578125000       24.2851562    
 -0.584179699       24.2803726    
 -0.590039074       24.2754898    
 -0.595703125       24.2705078    
 -0.601171911       24.2654305    
 -0.606445312       24.2602539    
 -0.611523449       24.2549801    
 -0.616406262       24.2496090    
 -0.621093750       24.2441406    
 -0.625585973       24.2385731    
 -0.629882812       24.2329102    
 -0.633984387       24.2271481    
 -0.637890637       24.2212906    
 -0.641601562       24.2153339    
 -0.645117223       24.2092781    
 -0.648437500       24.2031250    
 -0.651562512       24.1968765    
 -0.654687524       24.1906242    
 -0.657812476       24.1843758    
 -0.660937548       24.1781254    
 -0.664062500       24.1718750    
 -0.667187512       24.1656265    
 -0.670312524       24.1593742    
 -0.673437476       24.1531258    
 -0.676562548       24.1468754    
 -0.679687500       24.1406250    
 -0.682812512       24.1343765    
 -0.685937524       24.1281242    
 -0.689062476       24.1218758    
 -0.692187548       24.1156254    
 -0.695312500       24.1093750    
 -0.698437512       24.1031265    
 -0.701562524       24.0968742    
 -0.704687476       24.0906258    
 -0.707812548       24.0843754    
 -0.710937500       24.0781250    
 -0.714062512       24.0718765    
 -0.717187524       24.0656242    
 -0.720312476       24.0593758    
 -0.723437548       24.0531254    
 -0.726562500       24.0468750    
 -0.729687512       24.0406265    
 -0.732812524       24.0343742    
 -0.735937476       24.0281258    
 -0.739062548       24.0218754    
 -0.742187500       24.0156250    
 -0.745312512       24.0093765    
 -0.748437524       24.0031242    
 -0.751562476       23.9968758    
 -0.754785180       23.9908199    
 -0.758105457       23.9849606    
 -0.761523426       23.9792976    
 -0.765039086       23.9738274    
 -0.768652320       23.9685555    
 -0.772363305       23.9634762    
 -0.776171863       23.9585934    
 -0.780078113       23.9539070    
 -0.784082055       23.9494133    
 -0.788183570       23.9451180    
 -0.792382836       23.9410152    
 -0.796679676       23.9371090    
 -0.801074207       23.9333992    
 -0.805566430       23.9298820    
 -0.810156226       23.9265633    
 -0.814843774       23.9234371    
 -0.819628894       23.9205074    
 -0.824511707       23.9177742    
 -0.829492211       23.9152336    
 -0.834570289       23.9128914    
 -0.839746118       23.9107418    
 -0.845019519       23.9087887    
 -0.850390613       23.9070320    
 -0.855859399       23.9054680    
 -0.861425757       23.9041023    
 -0.867089868       23.9029293    
 -0.872851551       23.9019527    
 -0.878710926       23.9011726    
 -0.884667993       23.9005852    
 -0.890722632       23.9001961    
 -0.896875024       23.8999996    
 -0.903124988       23.8999996    
 -0.909863293       23.8995113    
 -0.917089880       23.8985348    
 -0.924804688       23.8970699    
 -0.933007836       23.8951168    
 -0.941699207       23.8926754    
 -0.950878918       23.8897457    
 -0.960546911       23.8863277    
 -0.970703125       23.8824215    
 -0.981347680       23.8780270    
 -0.992480457       23.8731441    
  -1.00410151       23.8677731    
  -1.01621091       23.8619137    
  -1.02880859       23.8555660    
  -1.04189444       23.8487301    
  -1.05546880       23.8414059    
  -1.06953120       23.8335934    
  -1.08408213       23.8252926    
  -1.09912109       23.8165035    
  -1.11464846       23.8072262    
  -1.13066411       23.7974606    
  -1.14716792       23.7872066    
  -1.16416025       23.7764645    
  -1.18164062       23.7652340    
  -1.19960940       23.7535152    
  -1.21806645       23.7413082    
  -1.23701167       23.7286129    
  -1.25644541       23.7154293    
  -1.27636719       23.7017574    
  -1.29677737       23.6875973    
  -1.31767583       23.6729488    
  -1.33906245       23.6578121    
  -1.36093760       23.6421871    
  -1.38222659       23.6270504    
  -1.40292966       23.6124020    
  -1.42304683       23.5982418    
  -1.44257808       23.5845699    
  -1.46152341       23.5713863    
  -1.47988284       23.5586910    
  -1.49765635       23.5464840    
  -1.51484370       23.5347652    
  -1.53144526       23.5235348    
  -1.54746103       23.5127926    
  -1.56289065       23.5025387    
  -1.57773447       23.4927731    
  -1.59199226       23.4834957    
  -1.60566413       23.4747066    
  -1.61875010       23.4664059    
  -1.63125002       23.4585934    
  -1.64316416       23.4512691    
  -1.65449226       23.4444332    
  -1.66523445       23.4380856    
  -1.67539072       23.4322262    
  -1.68496096       23.4268551    
  -1.69394541       23.4219723    
  -1.70234382       23.4175777    
  -1.71015632       23.4136715    
  -1.71738291       23.4102535    
  -1.72402346       23.4073238    
  -1.73007822       23.4048824    
  -1.73554695       23.4029293    
  -1.74042976       23.4014645    
  -1.74472666       23.4004879    
  -1.74843752       23.3999996    
  -1.75156260       23.3999996    
  -1.75478518       23.3998051    
  -1.75810552       23.3994141    
  -1.76152349       23.3988285    
  -1.76503909       23.3980465    
  -1.76865244       23.3970699    
  -1.77236331       23.3958988    
  -1.77617192       23.3945312    
  -1.78007817       23.3929691    
  -1.78408206       23.3912106    
  -1.78818369       23.3892574    
  -1.79238284       23.3871098    
  -1.79667974       23.3847656    
  -1.80107427       23.3822269    
  -1.80556643       23.3794918    
  -1.81015635       23.3765621    
  -1.81484377       23.3734379    
  -1.81962895       23.3701172    
  -1.82451177       23.3666019    
  -1.82949221       23.3628902    
  -1.83457041       23.3589840    
  -1.83974612       23.3548832    
  -1.84501958       23.3505859    
  -1.85039067       23.3460941    
  -1.85585940       23.3414059    
  -1.86142588       23.3365231    
  -1.86708987       23.3314457    
  -1.87285161       23.3261719    
  -1.87871099       23.3207035    
  -1.88466799       23.3150387    
  -1.89072275       23.3091793    
  -1.89687502       23.3031254    
  -1.90312505       23.2968750    
  -1.90937495       23.2907238    
  -1.91562510       23.2846680    
  -1.92187500       23.2787113    
  -1.92812502       23.2728519    
  -1.93437505       23.2670898    
  -1.94062495       23.2614269    
  -1.94687510       23.2558594    
  -1.95312500       23.2503910    
  -1.95937514       23.2450199    
  -1.96562505       23.2397461    
  -1.97187507       23.2345715    
  -1.97812510       23.2294922    
  -1.98437500       23.2245121    
  -1.99062514       23.2196293    
  -1.99687505       23.2148438    
  -2.00312519       23.2101574    
  -2.00937510       23.2055664    
  -2.01562524       23.2010746    
  -2.02187514       23.1966801    
  -2.02812505       23.1923828    
  -2.03437495       23.1881847    
  -2.04062510       23.1840820    
  -2.04687500       23.1800785    
  -2.05312514       23.1761723    
  -2.05937505       23.1723633    
  -2.06562495       23.1686535    
  -2.07187510       23.1650391    
  -2.07812500       23.1615238    
  -2.08437514       23.1581059    
  -2.09062505       23.1547852    
  -2.09687495       23.1515636    
  -2.10312510       23.1484375    
  -2.10927725       23.1454105    
  -2.11533213       23.1424809    
  -2.12128901       23.1396484    
  -2.12714839       23.1369152    
  -2.13291025       23.1342773    
  -2.13857412       23.1317387    
  -2.14414072       23.1292973    
  -2.14960933       23.1269531    
  -2.15498042       23.1247082    
  -2.16025400       23.1225586    
  -2.16542959       23.1205082    
  -2.17050791       23.1185551    
  -2.17548823       23.1166992    
  -2.18037105       23.1149426    
  -2.18515635       23.1132812    
  -2.18984365       23.1117191    
  -2.19443369       23.1102543    
  -2.19892573       23.1088867    
  -2.20332026       23.1076183    
  -2.20761728       23.1064453    
  -2.21181631       23.1053715    
  -2.21591806       23.1043949    
  -2.21992183       23.1035156    
  -2.22382808       23.1027355    
